"",gene_symbol,GSM1480291,GSM1480292,GSM1480293,GSM1480294,GSM1480295,GSM1480296,GSM1480297,GSM1480298,GSM1480299,GSM1480300,GSM1480301,GSM1480302
ENSMUSG00000001076,C1ql4,0.04474,0,0,0,0,0,0.03996,0.04252,0.1159,0.08255,0,0
ENSMUSG00000001082,Mfsd10,55.0279,57.73789,38.43322,39.41898,58.76146,64.08039,50.95216,49.11511,47.1307,45.8952,35.08817,44.15236
ENSMUSG00000001089,Luzp1,160.20725,144.51282,76.86645,84.80157,27.34175,24.6762,269.78669,323.47933,501.43971,491.30977,270.18334,261.32144
ENSMUSG00000001095,Slc13a2,10.11082,10.33735,0.33384,0.59213,0.97094,0.89378,0.35966,0.42524,0,0,0,0
ENSMUSG00000001098,Kctd10,101.91346,112.11405,59.42336,57.98651,15.18555,13.98965,110.9758,127.65676,176.89464,194.22915,161.48484,135.62431
ENSMUSG00000001100,Poldip2,53.95419,53.61976,57.87935,60.39733,43.38173,45.66068,48.47449,40.7379,41.29731,37.4343,35.4844,38.33786
ENSMUSG00000001103,Sebox,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001105,Ift20,31.49564,31.34823,45.31866,37.51571,35.53651,39.87052,35.68649,35.42241,41.33594,35.28813,36.84919,37.10878
ENSMUSG00000001119,Col6a1,8.23182,8.57244,4.4651,3.25672,3.96145,5.09068,281.77544,162.90907,79.54271,114.36655,566.95796,571.38065
ENSMUSG00000001120,Pcbp3,3.71326,5.37878,1.04325,0.12689,0.46605,0.46632,5.07523,5.23044,3.32233,3.05418,2.42139,3.26179
ENSMUSG00000001123,Lgals9,35.47734,35.63445,3.96434,5.75213,4.58285,3.49741,97.988,99.76108,115.12252,172.02446,171.43456,161.86046
ENSMUSG00000001127,Araf,116.40862,125.09877,76.40742,67.75666,39.57563,41.69694,69.9743,71.48268,87.11453,81.88496,91.6607,99.0828
ENSMUSG00000001128,Cfp,4.51855,4.66442,2.3786,2.03016,0.97094,1.04922,6.91351,6.29354,6.18107,3.9209,8.23273,7.46903
ENSMUSG00000001131,Timp1,22.77171,24.54071,7.01062,4.35639,5.67031,4.1969,15.06585,24.15358,6.4515,6.23217,1.89309,1.98544
ENSMUSG00000001134,Uxt,14.18199,12.18631,10.26555,10.99671,8.31127,10.25908,9.39118,9.6104,7.03097,7.22272,7.96858,6.80722
ENSMUSG00000001138,Cnnm3,19.99794,22.27153,14.43854,9.09343,11.88434,15.19432,13.98687,12.6296,5.67886,6.76872,4.88681,9.40719
ENSMUSG00000001143,Lman2l,36.55105,40.71908,16.81714,16.74884,18.48675,17.75909,19.30188,15.22356,14.371,12.29925,14.74848,15.97805
ENSMUSG00000001150,Mcm3ap,36.23789,36.81106,25.33004,25.46162,16.00114,16.70987,48.75422,43.71457,45.12185,45.93647,60.62285,78.66116
ENSMUSG00000001151,Pcnt,65.49662,61.51985,40.06069,34.08981,20.35096,18.18655,54.14916,49.83801,35.42529,37.8883,54.06308,53.22864
ENSMUSG00000001155,Ftcd,0.04474,0.04202,0.04173,0,0,0,0.39962,0.29767,0.23179,0.20636,0.44025,0.66181
ENSMUSG00000001156,Mxd1,64.10974,79.71527,39.9355,53.20717,73.48095,64.04153,83.80132,58.42784,29.01242,18.90288,26.94349,36.63606
ENSMUSG00000001157,Gmcl1,18.92423,19.16192,13.60394,11.54655,10.33083,10.02592,20.90038,18.96566,16.99796,12.95962,18.22648,18.38894
ENSMUSG00000001158,Snrnp27,19.86373,18.7417,14.35508,10.99671,8.73849,9.01556,16.66435,12.07679,15.37542,17.16943,19.50321,20.37437
ENSMUSG00000001166,Oas1c,2.90798,2.68939,1.2519,1.05738,0.89327,0.34974,1.9182,3.10424,2.54969,3.4669,3.34592,3.68724
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0,0,0.08505,0.15453,0,0.22013,0.28363
ENSMUSG00000001173,Ocrl,32.12198,27.52425,21.90819,24.61572,14.99136,13.83421,39.24315,38.35656,32.91422,39.33285,47.76746,46.94142
ENSMUSG00000001175,Calm1,266.41557,290.32832,246.58189,236.85226,172.12874,173.66602,453.65406,395.08958,362.44278,313.46587,382.53593,355.67701
ENSMUSG00000001211,Agpat3,70.68625,74.84075,94.97722,116.9881,22.64239,25.14252,31.96998,35.63503,49.64176,73.96061,34.69195,31.38883
ENSMUSG00000001225,Slc26a3,0.26843,0,0.33384,0.67672,0.15535,0.31088,0.19981,0.34019,0.07726,0.04127,0.13208,0.04727
ENSMUSG00000001227,Sema6b,3.04219,6.38731,1.9613,1.90328,2.01956,2.68135,9.59099,13.6927,5.98792,5.24163,4.75473,5.67268
ENSMUSG00000001228,Uhrf1,63.1255,58.07407,62.30272,28.1685,49.36273,49.77986,49.3137,47.41415,27.27399,17.70597,5.41511,8.69811
ENSMUSG00000001229,Dpp9,38.2511,41.47547,33.5091,27.23801,15.76811,17.21505,35.20694,29.72421,30.86674,25.25887,29.54098,33.6579
ENSMUSG00000001240,Ramp2,2.28164,3.40376,0.29211,0.33836,0.38838,0.66062,9.03152,11.31136,3.86317,3.59072,4.13838,6.09813
ENSMUSG00000001247,Lsr,162.39942,169.43173,107.20408,96.17893,31.26436,24.75392,105.82064,94.44559,37.89772,36.44376,27.16362,27.79613
ENSMUSG00000001248,Gramd1a,139.62771,131.65417,127.81864,114.66187,104.35694,98.31619,196.01596,201.18058,239.43939,238.55599,170.68613,153.02053
ENSMUSG00000001249,Hpn,40.53275,43.99678,11.51745,16.66425,12.81645,12.31867,15.70525,18.20023,13.90742,11.43253,9.9057,15.83623
ENSMUSG00000001260,Gabrg1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,Ckb,2.95272,2.81546,3.33839,3.97573,0.85443,0.7772,77.68706,85.47304,631.04912,700.9749,683.58102,719.15395
ENSMUSG00000001280,Sp1,150.09643,143.16813,88.92639,81.9678,39.26493,36.10108,146.10282,139.09568,110.37082,100.04493,126.00044,127.58802
ENSMUSG00000001281,Itgb7,0.22369,0.16809,0.33384,0.33836,0.03884,0.31088,3.23696,2.55143,3.67001,4.25108,3.34592,3.21452
ENSMUSG00000001285,Myg1,27.78238,26.89392,14.522,10.91212,7.30149,6.72281,19.82139,17.39228,11.82131,13.04216,10.69815,14.03988
ENSMUSG00000001288,Rarg,58.7859,76.35353,32.42412,32.82096,6.05868,6.29534,101.66455,86.1109,55.39788,50.39392,75.41536,75.77754
ENSMUSG00000001289,Pfdn5,163.96525,134.76378,85.33762,78.66879,41.01263,36.83942,113.09381,136.6293,84.5262,98.06385,96.06323,98.79917
ENSMUSG00000001300,Efnb2,34.40362,42.14782,11.18361,9.17802,2.52445,3.41969,176.1546,164.61003,111.87746,97.0733,107.24566,126.45348
ENSMUSG00000001305,Rrp15,42.45649,33.65943,38.51668,31.00227,14.71949,13.05701,36.84541,33.84903,38.28403,28.39559,11.57866,11.4399
ENSMUSG00000001313,Rnd2,8.00813,8.1102,3.79742,4.31409,5.0489,6.1399,8.87167,7.99449,6.37423,6.39726,10.87425,10.63627
ENSMUSG00000001323,Srr,14.53989,13.82516,14.43854,17.00261,12.35039,12.27981,17.7833,16.96704,16.10943,22.98887,24.61015,21.98163
ENSMUSG00000001333,Sync,0.67107,0.54628,0.33384,0.33836,0,0.1943,7.43302,3.40191,1.50664,1.362,21.30825,16.49804
ENSMUSG00000001334,Fndc5,1.74479,1.09257,0.91806,1.39574,3.96145,3.96374,0.19981,1.10562,1.46801,1.32073,1.98114,2.17453
ENSMUSG00000001348,Acp5,17.04523,12.9427,16.10774,20.5131,24.23473,27.08553,29.2925,38.82432,49.87355,59.22627,54.63541,49.35231
ENSMUSG00000001349,Cnn1,1.11845,1.80694,2.58725,2.96065,1.04862,1.12694,561.15312,447.73417,1135.27031,1384.12,1691.4965,1583.90668
ENSMUSG00000001366,Fbxo9,26.66393,20.88481,23.95295,22.62785,21.28307,24.09329,25.01651,22.83534,27.00357,27.65268,33.45924,38.19604
ENSMUSG00000001376,Vps50,27.73764,34.58391,35.42867,28.25309,19.61305,21.02334,24.29719,19.3909,22.36777,20.34742,22.27681,22.59617
ENSMUSG00000001380,Hars,78.11278,74.00031,71.90059,59.59372,39.96401,41.61922,57.58593,56.42922,55.66831,51.83846,38.12592,41.64692
ENSMUSG00000001383,Zmat2,55.65424,55.63681,39.01744,37.47341,21.24423,17.75909,39.7227,33.25369,31.9098,33.38958,32.97496,37.43969
ENSMUSG00000001403,Ube2c,14.58463,21.30503,18.44461,9.3895,20.58399,13.05701,8.75178,11.26883,7.72634,4.78763,1.89309,1.32363
ENSMUSG00000001415,Smg5,127.14577,129.0068,170.46658,139.61595,61.01405,58.36795,122.12533,104.65132,101.44689,86.71386,95.22675,91.51923
ENSMUSG00000001416,Cct3,256.17054,255.61835,219.16536,184.95624,53.98442,59.49489,241.89288,239.49462,294.60549,269.09776,169.0572,140.72973
ENSMUSG00000001418,Glmp,86.88145,88.20367,80.16311,76.97698,52.12021,51.21768,52.31088,63.70081,45.31501,53.40683,62.16374,72.89393
ENSMUSG00000001419,Mef2d,109.1163,122.57747,221.8778,229.28144,68.50973,53.78245,120.00732,115.49492,151.01139,130.87561,97.51607,108.67909
ENSMUSG00000001420,Tmem79,18.83475,19.07788,17.69347,13.53441,6.09752,6.10104,2.5576,2.08367,2.20201,1.27945,0.92453,1.79635
ENSMUSG00000001424,Snd1,234.02517,249.18902,394.22223,340.6443,314.8185,342.97971,126.92083,109.96681,134.43838,108.95983,73.39019,75.96663
ENSMUSG00000001435,Col18a1,6.48703,10.6315,5.71699,5.70983,2.33026,3.18653,384.99852,338.9155,334.66658,329.85112,522.27227,512.76296
ENSMUSG00000001436,Slc19a1,8.36603,8.1102,2.00303,2.15705,0.73792,0.50518,21.69963,16.96704,21.05429,23.48414,12.63526,12.4799
ENSMUSG00000001440,Kpnb1,376.20295,356.55461,349.44606,310.27646,132.78614,152.9147,348.63266,291.24621,304.22478,261.99886,240.86248,230.21625
ENSMUSG00000001441,Npepps,86.47881,83.6233,102.78071,99.77401,27.38059,27.39641,68.0561,70.24949,63.97413,63.22972,62.42789,57.86133
ENSMUSG00000001444,Tbx21,0.08948,0.16809,0.04173,0.12689,0.07768,0,3.59662,2.89163,2.39517,2.60018,3.38995,2.31634
ENSMUSG00000001445,Mrpl10,36.59579,34.03762,28.45978,23.98129,20.3898,23.43267,21.45985,17.64742,19.43175,19.35688,19.67931,20.94164
ENSMUSG00000001467,Cyp51,75.11532,62.40231,49.19954,30.32555,87.73439,81.3343,129.51839,138.71297,193.54491,173.88173,262.17073,200.62377
ENSMUSG00000001472,Tcf25,115.60333,125.05675,106.32775,103.2845,57.63517,64.81873,61.3424,65.18914,65.51939,66.5728,73.61032,79.22842
ENSMUSG00000001473,Tubb6,242.43593,300.20344,250.88007,201.15524,85.79251,71.93014,609.86738,699.30558,662.14766,627.26192,621.06507,565.23525
ENSMUSG00000001482,Def8,29.52717,27.44021,34.76099,38.4462,27.41943,30.97154,35.44672,32.10555,19.9726,23.8556,25.57871,25.24342
ENSMUSG00000001493,Meox1,0.22369,0.25213,0.20865,0,0.11651,0.1943,8.91163,6.08092,1.66116,1.93982,3.96228,4.25451
ENSMUSG00000001494,Sost,0.04474,0,0,0,0.03884,0,0.79925,0.21262,0.03863,0,0,0
ENSMUSG00000001496,Nkx2-1,0,0,0,0,0,0,0,0.08505,0.07726,0,0,0.09454
ENSMUSG00000001497,Pax9,0.26843,0.25213,0.12519,0.08459,0,0.07772,0,0.1701,0.34769,0.33018,0.5283,0.61454
ENSMUSG00000001504,Irx2,196.4004,229.4388,295.69797,307.10433,231.7058,276.1791,175.19551,145.04903,174.57674,145.56868,108.21422,143.09334
ENSMUSG00000001506,Col1a1,15.70308,20.84279,13.52048,8.88196,11.57364,13.60105,58.94466,62.38256,59.84053,63.89008,44.68569,43.82145
ENSMUSG00000001507,Itga3,119.09291,143.42026,77.20029,85.90124,21.55493,19.5078,451.17638,497.01937,514.80628,499.85321,584.30394,529.59191
ENSMUSG00000001508,Sgca,0.04474,0.25213,0.16692,0.0423,0,0,0.43959,0.893,0.61811,0.49527,1.32076,1.93817
ENSMUSG00000001510,Dlx3,1.34214,1.13459,0.50076,0.59213,0.03884,0.11658,3.87636,4.84772,1.62253,1.44454,1.76101,1.89089
ENSMUSG00000001517,Foxm1,23.04014,25.54923,19.07056,12.01179,17.90419,11.65805,29.77205,22.96291,14.52553,13.20725,6.11952,6.94903
ENSMUSG00000001518,Itfg2,19.05844,19.37203,19.52959,14.29573,10.79688,10.37566,15.10582,13.65017,8.69214,10.93726,10.2579,11.72354
ENSMUSG00000001520,Nrip2,2.41586,2.26917,2.54552,1.56492,0.85443,1.12694,8.27223,11.60903,3.97907,4.41617,4.13838,3.30906
ENSMUSG00000001521,Tulp3,18.6558,20.6747,15.48179,12.35015,10.09781,12.62955,47.59531,41.84352,48.86912,43.25375,49.26432,47.79233
ENSMUSG00000001524,Gtf2h4,7.56074,9.95916,6.0091,3.12983,2.87399,3.65285,5.99437,5.23044,6.02655,6.06708,4.0063,6.61813
ENSMUSG00000001525,Tubb5,451.76565,401.85407,288.72908,171.97166,133.67941,110.55713,511.99927,397.9812,377.58642,315.44696,259.22104,268.69592
ENSMUSG00000001542,Ell2,168.70749,168.96949,196.08873,186.1405,249.88185,233.6661,102.54372,137.47978,109.44366,103.22293,72.28956,50.15594
ENSMUSG00000001552,Jup,650.49243,727.31258,445.17442,424.17702,140.08763,134.30069,481.62779,535.07826,503.95077,530.27117,598.61216,549.91901
ENSMUSG00000001555,Fkbp10,9.93187,11.0097,1.9613,2.49541,0.89327,0.62176,81.84316,81.73094,117.47906,109.9091,71.36503,69.96305
ENSMUSG00000001558,Klhl10,0.26843,0.08404,0.08346,0.0423,0.03884,0.07772,0.23977,0.1701,0.23179,0.41273,0.1761,0.28363
ENSMUSG00000001566,Mnx1,0,0,0,0,0,0,0,0,0,0.04127,0,0
ENSMUSG00000001569,Nom1,52.61204,36.97915,34.21851,34.08981,10.95224,16.32126,37.32495,36.95327,39.05667,27.61141,26.59129,26.09433
ENSMUSG00000001576,Ergic1,99.31865,94.38087,63.805,51.89602,55.22723,53.86017,85.43978,74.33178,64.47634,53.36555,54.15113,47.88687
ENSMUSG00000001583,Tnk1,90.72893,90.17869,49.95067,49.69668,16.31184,17.40935,117.20995,97.59236,38.20677,43.41884,55.51592,59.2795
ENSMUSG00000001588,Acap1,1.29741,1.21863,0.25038,0.25377,1.12629,1.32125,0.75929,0.59533,0.77263,0.61909,0.44025,0.18909
ENSMUSG00000001604,Tcea3,5.01067,5.12665,0.8346,1.09967,0.58257,0.50518,2.47767,2.97667,2.97464,4.45745,4.44656,4.39633
ENSMUSG00000001622,Csn3,2236.77235,2496.13442,10280.57464,11417.29388,30098.06251,29783.74209,44.8379,56.93951,435.57263,284.7401,411.10836,403.98933
ENSMUSG00000001627,Ifrd1,1073.62568,913.67907,1113.31162,1121.91839,439.29337,295.2983,782.14563,796.64279,1038.69102,978.57482,855.58791,743.40466
ENSMUSG00000001630,Stk38l,36.68527,34.79402,25.78907,23.64293,11.30177,16.39898,25.1364,19.77361,13.75289,12.34053,24.30197,27.8434
ENSMUSG00000001632,Brpf1,46.61713,58.24216,62.09407,56.80225,24.62311,25.02594,47.31557,53.62264,38.67035,31.94504,28.66048,34.22517
ENSMUSG00000001642,Akr1b3,36.46158,30.84397,26.74886,18.10228,15.41857,15.3109,65.85816,46.09591,46.01038,39.53921,33.45924,30.39611
ENSMUSG00000001655,Hoxc13,0,0,0,0,0,0,0.07992,0,0,0,0,0
ENSMUSG00000001656,Hoxc11,0,0,0,0,0,0,0,0,0,0.04127,0,0
ENSMUSG00000001657,Hoxc8,0.04474,0.16809,0.16692,0.0423,0.03884,0.03886,0.43959,0.42524,0.30905,0.16509,0.26415,0.37818
ENSMUSG00000001661,Hoxc6,0.26843,0.21011,0,0,0.11651,0.03886,0.19981,0.38272,0.03863,0.08255,0.22013,0.14182
ENSMUSG00000001663,Gstt1,15.2557,14.16133,2.54552,1.48033,2.48561,2.09845,16.94409,18.88061,15.60721,24.39214,11.97488,10.96718
ENSMUSG00000001665,Gstt3,41.20382,42.90421,21.57435,24.57342,16.15649,12.78499,10.03058,8.67488,10.12151,10.07053,18.05038,17.34895
ENSMUSG00000001666,Ddt,24.11385,22.94388,23.20182,20.68228,24.73962,22.38345,6.43396,7.05897,5.6016,4.33363,6.51575,7.94175
ENSMUSG00000001670,Tat,0.62633,0.9665,0.12519,0.25377,0.38838,1.08808,0,0.08505,0,0,0,0
ENSMUSG00000001672,Marveld3,37.44582,39.50045,40.51972,40.60324,26.06011,29.18397,3.99625,4.03977,3.78591,2.22872,2.72957,2.88361
ENSMUSG00000001674,Ddx18,47.91454,43.03028,31.71471,26.98424,14.83601,14.49484,39.36304,38.48413,31.25306,27.65268,18.84283,15.50532
ENSMUSG00000001687,Ubl3,33.5536,36.09669,35.55386,31.38292,17.47697,16.67101,42.67993,50.1782,61.15401,54.14973,41.16367,35.40698
ENSMUSG00000001700,Gramd3,38.07215,37.73554,23.4522,24.36195,13.20482,13.29017,18.30282,21.81476,20.43618,19.27433,20.6919,20.46892
ENSMUSG00000001707,Eef1e1,25.99285,23.11197,20.1138,17.72162,25.7494,30.8161,23.45797,22.49514,26.03778,22.53487,14.7925,10.77809
ENSMUSG00000001729,Akt1,218.59051,222.8834,242.95139,216.38145,239.35683,276.83973,227.18669,208.06945,226.80682,216.51639,197.54157,201.80558
ENSMUSG00000001739,Cldn15,1.29741,1.84896,1.46055,1.60721,0.07768,0.27202,1.99812,4.29491,2.82012,2.80654,3.52202,3.30906
ENSMUSG00000001741,Il16,0.35791,0.9665,0.95979,0.54984,0.50489,0.3886,2.63752,2.72153,1.46801,1.32073,2.15724,1.65453
ENSMUSG00000001750,Tcirg1,130.14322,128.46051,81.20636,55.70258,38.44934,44.65032,51.11201,50.22073,45.85585,45.35866,22.32083,29.26157
ENSMUSG00000001751,Naglu,21.96642,21.01088,13.22837,12.26556,10.6027,10.60882,11.22946,10.33331,8.8853,8.50217,7.17613,8.8872
ENSMUSG00000001755,Coasy,33.28517,33.4073,40.39453,42.88718,24.23473,27.27983,13.18762,10.97117,10.39193,8.70853,10.56607,11.01445
ENSMUSG00000001761,Smo,82.04973,77.99238,45.69422,39.75734,13.86506,13.36789,96.58931,89.00253,86.03284,81.76114,89.50346,105.13366
ENSMUSG00000001763,Tspan33,45.0513,43.78667,53.2056,76.08879,15.45741,15.66064,1.95816,1.61591,2.47243,2.31127,0.30818,0.18909
ENSMUSG00000001767,Crnkl1,38.69848,33.95358,28.6267,29.18358,13.16598,13.67877,37.8045,29.63916,31.44622,28.80832,36.18881,34.98152
ENSMUSG00000001768,Rin2,211.34293,231.74999,214.32469,209.9949,39.07074,36.29538,126.28143,127.10394,92.60023,83.98987,82.67954,75.73027
ENSMUSG00000001773,Folh1,0,0,0,0,0,0,0.03996,0,0.03863,0,0,0
ENSMUSG00000001774,Chordc1,33.10622,36.81106,37.9742,30.66391,24.11822,21.6451,35.60657,34.35931,31.29169,26.24941,34.9561,34.60335
ENSMUSG00000001783,Rtcb,141.64092,149.17724,137.66689,119.90646,69.24764,65.2462,87.55779,90.15067,85.2602,77.34497,69.25182,69.72669
ENSMUSG00000001785,Pwp1,41.2933,36.13871,47.82245,39.67275,16.62254,17.91453,31.73021,28.02325,38.39993,30.08777,17.87428,18.29439
ENSMUSG00000001786,Fbxo7,21.87695,22.06142,21.19878,14.59179,13.47669,13.25131,18.30282,16.62685,11.85994,11.34998,13.912,15.50532
ENSMUSG00000001794,Capns1,347.30211,337.77089,180.18965,178.27362,46.72177,64.15811,398.58576,448.96736,508.16163,518.17828,432.90089,385.22222
ENSMUSG00000001802,Lrp3,1.11845,2.52131,1.00152,1.14197,0.27186,0.34974,11.98874,11.14126,21.86555,27.69396,28.61645,34.55607
ENSMUSG00000001804,Dsg4,0,0,0,0,0,0,0,0,0,0,0,0.04727
ENSMUSG00000001815,Evx2,0,0.04202,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001819,Hoxd13,0,0,0,0,0,0,0,0,0.03863,0,0.04403,0
ENSMUSG00000001823,Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001827,Folr1,27.91659,40.50897,132.45066,135.25956,427.56438,463.60162,0.51951,0.55281,5.98792,2.88909,4.09435,5.8145
ENSMUSG00000001829,Clpb,42.18806,39.96269,49.70029,37.30423,37.12885,35.86792,31.17073,21.85729,22.48366,18.44888,13.29564,11.9599
ENSMUSG00000001833,Sept7,92.74215,95.09524,89.55233,101.16975,37.86677,36.33424,139.98856,145.13408,177.35822,162.61429,175.92515,155.10051
ENSMUSG00000001844,Zdhhc4,25.59021,24.45666,19.61305,14.93015,8.77732,8.54923,16.22477,16.45675,16.49574,16.09634,13.86797,17.39622
ENSMUSG00000001847,Rac1,510.14891,563.42772,364.09325,342.42069,164.16701,131.15301,212.92009,222.01729,264.6659,265.67213,283.39093,246.95065
ENSMUSG00000001855,Nup214,75.07058,53.91391,31.04703,31.5521,17.51581,23.35495,54.62871,44.26738,41.37457,37.5994,38.91838,42.21419
ENSMUSG00000001864,Aif1l,11.05032,8.1102,1.04325,1.18426,0.07768,0.23316,19.7015,22.32505,18.92954,19.19179,4.0063,4.01815
ENSMUSG00000001865,Cpa3,0.04474,0.08404,0.04173,0,0,0,0.71932,0.04252,0,0,0,0
ENSMUSG00000001870,Ltbp1,105.00039,91.43934,42.98178,63.61175,5.70914,5.20726,23.77767,34.78455,27.62168,30.08777,50.58508,53.32319
ENSMUSG00000001891,Ugp2,66.97298,68.20131,86.46432,139.36218,86.18089,78.92497,75.12946,65.91205,88.46664,90.71731,117.23941,110.42816
ENSMUSG00000001901,Kcnh6,0,0.04202,0,0,0,0,0,0.04252,0,0,0.04403,0
ENSMUSG00000001909,Trmt1,83.21292,76.26949,61.09255,55.87176,31.49739,34.31351,59.50413,44.56505,48.25102,36.31994,25.93091,26.18887
ENSMUSG00000001910,Nacc1,120.88243,118.41731,91.88921,74.86223,41.401,40.9586,111.41539,91.55396,108.5165,91.95549,82.50343,87.69017
ENSMUSG00000001911,Nfix,115.20069,116.61038,70.98254,59.04388,29.51666,35.28502,411.93323,365.02518,359.50677,331.62584,418.94487,483.45412
ENSMUSG00000001918,Slc1a5,33.28517,29.62534,14.85584,16.2413,2.17491,2.64249,194.0578,143.98593,138.37882,132.73288,119.22054,101.3046
ENSMUSG00000001924,Uba1,321.66716,325.54256,306.54774,255.33519,135.27175,140.05199,351.35011,344.27351,369.86007,342.19164,295.71802,298.66658
ENSMUSG00000001930,Vwf,83.16819,84.29565,20.28072,11.80032,24.31241,22.18915,75.32927,112.17805,17.84785,19.85215,11.88683,13.18898
ENSMUSG00000001942,Siae,8.14234,5.92507,5.2997,5.62524,3.26237,2.02073,3.79644,4.37996,4.05633,3.75581,3.38995,2.83634
ENSMUSG00000001943,Vsig2,0,0,0.12519,0,0,0.03886,0,0.38272,0,0,0,0
ENSMUSG00000001946,Esam,7.1581,9.03468,3.58877,2.62229,1.12629,1.32125,26.77486,42.31128,14.29374,16.63288,14.30823,14.89078
ENSMUSG00000001948,Spa17,3.48957,2.3112,0.95979,0.80361,0.34954,0.1943,1.23884,1.48834,1.77706,2.31127,2.64152,3.11997
ENSMUSG00000001962,Fam50a,34.67205,28.65884,41.27086,37.76948,24.23473,23.58811,29.13265,22.53767,23.29493,22.98887,27.47179,28.97794
ENSMUSG00000001964,Emd,63.03603,63.66296,49.9924,38.78456,18.68094,18.69173,83.36173,97.6774,116.97684,123.07508,116.79915,105.55911
ENSMUSG00000001983,Taco1,3.89222,3.10961,4.17299,3.17213,4.19447,4.81866,2.67749,1.48834,2.4338,2.84781,1.76101,2.41089
ENSMUSG00000001985,Grik3,26.7534,25.46519,0.37557,1.14197,0.69908,0.85492,238.41615,272.1955,27.27399,80.06896,60.5348,98.32645
ENSMUSG00000001986,Gria3,0.80529,0.50426,0.75114,0.42295,0.03884,0.07772,7.43302,12.71465,18.04101,22.57615,6.6038,8.83993
ENSMUSG00000001988,Npas1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001995,Sipa1l2,0.31317,0,0,0.16918,0,0,0,2.89163,1.97022,4.08599,3.34592,4.86905
ENSMUSG00000001998,Ap4e1,20.1769,19.58214,14.98103,10.70065,8.81616,8.23835,16.70432,15.86142,15.29816,19.0267,19.10699,22.07618
ENSMUSG00000001999,Blvra,16.64258,15.21188,10.09863,10.61606,6.7966,6.48965,11.30938,8.8875,11.85994,10.5658,13.95602,12.19626
ENSMUSG00000002006,Pdzd4,2.4606,3.06759,0.54249,0.8459,0.66024,0.85492,12.26848,7.95197,9.00119,9.90544,10.38997,11.34536
ENSMUSG00000002007,Srpk3,0.17895,0.33617,0.45903,0.21148,0.50489,0.3886,0.51951,0.25514,0.15453,0.33018,0.08805,0.09454
ENSMUSG00000002010,Idh3g,88.80519,100.72615,111.54398,107.21794,64.82014,65.94568,84.96023,81.64589,101.91047,96.12403,75.72354,74.40665
ENSMUSG00000002012,Pnck,4.20538,4.32824,0.58422,0.76131,0.34954,0.31088,15.74522,12.28941,85.87831,107.72165,85.93741,92.03923
ENSMUSG00000002014,Ssr4,117.30338,108.96242,178.60391,177.80837,268.99,268.13505,59.18443,62.29752,64.97855,63.35354,38.9624,41.26874
ENSMUSG00000002015,Bcap31,161.10201,147.49637,123.89603,120.58318,67.46111,67.15034,118.80845,125.19037,139.96272,140.90487,123.62308,108.91545
ENSMUSG00000002017,Fam98a,24.42702,31.97856,39.14263,34.25899,26.64267,27.43527,25.81576,28.23587,37.20235,32.97686,30.55357,31.90882
ENSMUSG00000002020,Ltbp2,92.87636,68.57951,24.87101,16.07212,3.30121,5.59586,1854.77851,854.26268,143.24641,184.90153,107.20163,129.57346
ENSMUSG00000002028,Kmt2a,136.80921,126.56953,70.89908,71.30945,45.90618,48.41975,186.66474,167.7568,105.88954,124.93235,160.12006,157.93685
ENSMUSG00000002031,Ift46,48.40666,44.75317,36.305,38.10784,22.37052,20.90676,36.00619,37.46356,33.3778,30.78941,40.06303,46.18507
ENSMUSG00000002032,Tmem25,2.50534,3.65589,0.95979,0.80361,1.04862,1.01036,1.99812,1.87105,2.85875,3.71454,2.72957,3.02543
ENSMUSG00000002033,Cd3g,0.13421,0.04202,0.16692,0.16918,0.23303,0.11658,0.03996,0,0.15453,0.16509,0,0.04727
ENSMUSG00000002043,Trappc6a,28.40871,31.72643,36.305,35.57013,20.54515,20.8679,9.59099,11.5665,11.70541,11.51507,12.72332,15.31623
ENSMUSG00000002052,Supt6,261.36016,261.96364,233.56217,232.62275,90.25885,87.74622,198.17393,215.55366,186.05036,153.41049,134.32123,143.47152
ENSMUSG00000002055,Spag5,20.44533,28.40671,10.4742,7.35934,22.40936,16.98189,18.4227,16.96704,10.62372,7.05763,1.93711,3.02543
ENSMUSG00000002057,Foxn1,0.17895,0.25213,0.25038,0.08459,0,0,0.03996,0.04252,0.03863,0.04127,0,0.04727
ENSMUSG00000002058,Unc119,11.90034,12.52248,9.84825,10.15081,5.01006,5.20726,21.57974,19.34838,23.17903,22.9476,15.84911,15.5526
ENSMUSG00000002059,Rab34,30.77983,26.80988,26.08118,22.58555,8.19476,8.51037,55.62777,40.14256,44.65827,38.96139,34.07559,38.00695
ENSMUSG00000002064,Sdf2,69.88096,72.69764,64.43094,63.31568,30.13807,32.09849,35.84634,33.46631,30.75085,27.40505,28.66048,28.50521
